,StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q31,Q32_1,Q32_2,Q34,Q35,Q2.1_1,Q2.1_2,Q2.1_3,Q2.1_4,Q2.1_5,Q2.1_6,Q2.1_7,Q2.1_8,Q2.1_9,Q2.1_10,Q2.1_DO,Q3.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.2_DO,Q3.2,Q4,Q5,Q5_3_TEXT,Q6,Q7,Q8,Q8_4_TEXT,Q9,Q10,Q11,Q12,FL_35_DO
,12/5/20 18:17,12/5/20 18:25,100,464,TRUE,12/5/20 18:25,anonymous,EN,,,,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/5/20,4,5 (very well),2,1 (not well at all),3,4,1 (not well at all),1 (not well at all),4,5 (very well),Lazy|Loyal|Immoral|Uneducated|Violent|Intelligent|Unlawful|Honest|Hardworking|Responsible,"I think that they're hardworking and family-focused people who want to try for a better life. Very friendly, care about the country and the people they know, are grateful for the opportunities they have here.",,,,,,,,,,,,,21,Female,,White,No,Democrat,,,Extremely liberal,,"My parents, grandparents and I were all born in the USA.",C1
,12/5/20 18:57,12/5/20 18:58,100,90,TRUE,12/5/20 18:58,anonymous,EN,,,,,12/5/20,3,5 (very well),2,2,4,1 (not well at all),1 (not well at all),2,5 (very well),4,Responsible|Uneducated|Immoral|Unlawful|Honest|Intelligent|Violent|Hardworking|Loyal|Lazy,I have no problem with illegal immigrants. I think they are brave and searching to better their lifestyle and potentially their family's too.,,,,,,,,,,,,,19,Female,,White,No,Democrat,,,Extremely liberal,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C5
,12/5/20 19:10,12/5/20 19:14,100,229,TRUE,12/5/20 19:14,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/5/20,,,,,,,,,,,,,4,5 (very well),3,1 (not well at all),4,2,1 (not well at all),1 (not well at all),3,3,Violent|Loyal|Hardworking|Intelligent|Lazy|Responsible|Uneducated|Unlawful|Immoral|Honest,"I do not harbor any negative feelings towards undocumented immigrants, rather I wish they would be able to go through the process of documentation easier and without the pain and struggle that could be the reason they've avoided it. I think that there is no ""typical"" undocumented immigrant, and while I'm sure there are rotten eggs, most people are good and should be treated with respect and kindness.",20,Female,,White,No,Democrat,,,Extremely liberal,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C2
,12/5/20 19:49,12/5/20 19:52,100,181,TRUE,12/5/20 19:52,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/5/20,4,5 (very well),1 (not well at all),1 (not well at all),4,1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Immoral|Honest|Lazy|Uneducated|Unlawful|Intelligent|Hardworking|Violent|Loyal|Responsible,The typical immigrant is a hardworking person that simply wants to get ahead in life and have equal opportunities. ,,,,,,,,,,,,,21,Female,,Other,Yes,Other,Progressive,,Extremely liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C1
,12/5/20 19:51,12/5/20 19:59,100,500,TRUE,12/5/20 19:59,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",No,No,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/5/20,2,3,3,2,3,2,1 (not well at all),1 (not well at all),1 (not well at all),2,Uneducated|Intelligent|Violent|Loyal|Responsible|Lazy|Unlawful|Immoral|Honest|Hardworking,"I think we could loosen restrictions to allow more people come in legally cause immigration isn't that big of a deal, but some of the reasons people had to come illegally could be fair reasons as to why they were denied. They're certainly intelligent and hardworking if they managed to go through the difficult process of getting in illegally. However it still requires some deceit so its hard to claim that they're completely honest. I think there is an unfair characterization that some members of Mexican cartels do sneak in illegally to do cartel stuff so there is a perception that some illegal immigrants fall into this group.",,,,,,,,,,,,,22,Male,,,No,Independent,,Closer to Democratic Party,"Moderate, middle of the road",Moderate,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C5
,12/5/20 20:30,12/5/20 20:38,100,497,TRUE,12/5/20 20:38,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/5/20,,,,,,,,,,,,,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),2,1 (not well at all),1 (not well at all),5 (very well),5 (very well),Violent|Hardworking|Uneducated|Honest|Responsible|Loyal|Intelligent|Lazy|Unlawful|Immoral,"In my community I had many peers who were either themselves undocumented or had family members who were undocumented and they were always hardworking and did anything they could to provide for their family and give them a good life, which I admire. People come from dangerous backgrounds and it is difficult to blame someone for risking it all for the prospect of a better life.",19,Female,,Other,Yes,Democrat,,,Liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C2
,12/5/20 20:36,12/5/20 20:43,100,421,TRUE,12/5/20 20:43,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/5/20,,,,,,,,,,,,,1 (not well at all),3,3,1 (not well at all),3,1 (not well at all),1 (not well at all),1 (not well at all),3,3,Uneducated|Immoral|Responsible|Honest|Unlawful|Hardworking|Lazy|Loyal|Intelligent|Violent,"I have no hate towards undocumented immigrants. My parents both legally immigrated here from the Philippines in hopes for a better life for my sibling and me. I have empathy for undocumented immigrants because in a lot of cases, they only seek for a better future for their family. I believe that they do not steal jobs because most of the jobs undocumented immigrants can get are ones that no one strives for. I wish it was easier for people to become legal citizens in the U.S. because then there wouldn't be as much undocumented ones. I wish my family from the Philippines can come here, but the immigration process is so difficult.",19,Female,,Asian,No,Democrat,,,Liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C4
,12/5/20 21:11,12/5/20 21:16,100,309,TRUE,12/5/20 21:16,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/5/20,3,5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),4,3,Lazy|Responsible|Loyal|Immoral|Hardworking|Intelligent|Honest|Violent|Unlawful|Uneducated,"I believe illegal immigrants should attempt to legalize themselves in our country, but I also think these individuals deserve to have a good life and success in the United States. I believe the U.S. should make it easier for immigrants to become citizens, as I believe many of these individuals are hard working and intelligent and can make the country better.",,,,,,,,,,,,,19,Female,,White,No,Independent,,Neither,"Moderate, middle of the road",Moderate,"My parents, grandparents and I were all born in the USA.",C3
,12/5/20 23:34,12/5/20 23:36,100,142,TRUE,12/5/20 23:36,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/5/20,,,,,,,,,,,,,3,3,4,2,3,3,3,2,3,3,Intelligent|Responsible|Unlawful|Hardworking|Uneducated|Immoral|Loyal|Honest|Lazy|Violent,"They are usually people who are just seeking a better life and don't want to wait forever to gain citizenship. However, not all of them are coming here for good reason, but most of them are. ",19,Male,,White,No,Republican,,,Slightly conservative,,"My parents, grandparents and I were all born in the USA.",C6
,12/6/20 6:19,12/6/20 6:21,100,120,TRUE,12/6/20 6:21,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,3,5 (very well),4,2,3,3,3,3,3,3,Unlawful|Intelligent|Violent|Hardworking|Responsible|Lazy|Immoral|Loyal|Uneducated|Honest,Very hard working.  Good hearted.,,,,,,,,,,,,,21,Male,,White,No,Democrat,,,Liberal,,"My parents, grandparents and I were all born in the USA.",C1
,12/6/20 6:47,12/6/20 6:49,100,160,TRUE,12/6/20 6:49,anonymous,EN,,Yes,Yes,,12/6/20,3,3,4,4,2,4,3,2,3,3,Intelligent|Hardworking|Uneducated|Unlawful|Honest|Loyal|Immoral|Violent|Lazy|Responsible,"They may have encountered some political troubles in their country, so they must come to the United States to find a source of income.",,,,,,,,,,,,,21,Male,,Asian,No,Democrat,,,Slightly liberal,,Other,C3
,12/6/20 12:05,12/6/20 12:07,100,121,TRUE,12/6/20 12:07,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,,,,,,,,,,,,,1 (not well at all),3,2,1 (not well at all),2,2,2,2,2,2,Violent|Uneducated|Unlawful|Hardworking|Lazy|Immoral|Responsible|Honest|Intelligent|Loyal,somone who overstayed their visa. now they don't have access to things such as healthcare ,20,Female,,Asian,No,Democrat,,,Liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C2
